time,seconds_elapsed,z,y,x
1760554946455611000,0.06761083984375,-0.963897705078125,-0.2599639892578125,0.071868896484375
1760554946465615000,0.077614990234375,-0.9619293212890625,-0.26361083984375,0.0738983154296875
1760554946475620000,0.0876201171875,-0.961639404296875,-0.260498046875,0.0719757080078125
1760554946485624000,0.0976240234375,-0.9654388427734375,-0.25750732421875,0.0700531005859375
1760554946495629000,0.107629150390625,-0.9552154541015625,-0.272979736328125,0.077484130859375
1760554946505632800,0.1176328125,-0.9357757568359375,-0.298675537109375,0.0736236572265625
1760554946515637800,0.1276376953125,-0.940338134765625,-0.2932891845703125,0.0691070556640625
1760554946525642000,0.13764208984375,-0.941619873046875,-0.28875732421875,0.065521240234375
1760554946535647000,0.14764697265625,-0.942596435546875,-0.2887420654296875,0.065155029296875
1760554946545651000,0.15765087890625,-0.9446258544921875,-0.2845001220703125,0.066680908203125
1760554946555656000,0.167656005859375,-0.9514923095703125,-0.2734222412109375,0.0705718994140625
1760554946565660000,0.177659912109375,-0.9539337158203125,-0.268310546875,0.07269287109375
1760554946575665000,0.187664794921875,-0.9566650390625,-0.264373779296875,0.06976318359375
1760554946585669000,0.197669189453125,-0.9621429443359375,-0.2509765625,0.0673675537109375
1760554946595674000,0.207674072265625,-0.9682464599609375,-0.241058349609375,0.071533203125
1760554946605677800,0.217677734375,-0.9691925048828125,-0.2379913330078125,0.0717315673828125
1760554946615682800,0.227682861328125,-0.9683837890625,-0.2383270263671875,0.0691680908203125
1760554946625686800,0.237686767578125,-0.961761474609375,-0.24365234375,0.069244384765625
1760554946635691800,0.24769189453125,-0.9564666748046875,-0.253814697265625,0.061859130859375
1760554946645696000,0.257696044921875,-0.948944091796875,-0.2627410888671875,0.065216064453125
1760554946655700000,0.267699951171875,-0.9542388916015625,-0.25238037109375,0.0654449462890625
1760554946665705000,0.277705078125,-0.961700439453125,-0.239471435546875,0.0610504150390625
1760554946675709000,0.287708984375,-0.95843505859375,-0.23870849609375,0.0648040771484375
1760554946685714000,0.2977138671875,-0.9503936767578125,-0.2515869140625,0.064697265625
1760554946695718100,0.30771826171875,-0.935760498046875,-0.272125244140625,0.06109619140625
1760554946705723100,0.31772314453125,-0.9267120361328125,-0.280853271484375,0.0604400634765625
1760554946715726800,0.327726806640625,-0.9229736328125,-0.283843994140625,0.0569305419921875
1760554946725731800,0.33773193359375,-0.930328369140625,-0.263641357421875,0.056793212890625
1760554946735735800,0.34773583984375,-0.943603515625,-0.2385711669921875,0.06201171875
1760554946745740800,0.35774072265625,-0.9561614990234375,-0.2114715576171875,0.06732177734375
1760554946755745000,0.3677451171875,-0.963134765625,-0.1941680908203125,0.0674285888671875
1760554946765750000,0.37775,-0.97259521484375,-0.1731109619140625,0.0669097900390625
1760554946775754000,0.38775390625,-0.9828948974609375,-0.1480560302734375,0.0681304931640625
1760554946785759000,0.397759033203125,-0.99346923828125,-0.1224517822265625,0.0552825927734375
1760554946795763000,0.407762939453125,-1.0052642822265625,-0.0921630859375,0.0555572509765625
1760554946805768000,0.417767822265625,-1.0149688720703125,-0.0668792724609375,0.0548553466796875
1760554946815772200,0.427772216796875,-1.02215576171875,-0.0460357666015625,0.051300048828125
1760554946825777200,0.437777099609375,-1.02484130859375,-0.0334014892578125,0.0582427978515625
1760554946835780900,0.44778076171875,-1.0237579345703125,-0.03424072265625,0.062164306640625
1760554946845785900,0.457785888671875,-1.0190582275390625,-0.0319061279296875,0.0756072998046875
1760554946855789800,0.467789794921875,-1.0142364501953125,-0.033966064453125,0.0872039794921875
1760554946865794800,0.477794921875,-0.999664306640625,-0.06005859375,0.0867462158203125
1760554946875799000,0.487799072265625,-0.995147705078125,-0.065032958984375,0.090240478515625
1760554946885804000,0.497803955078125,-0.9981689453125,-0.050567626953125,0.087158203125
