time,seconds_elapsed,z,y,x
1760555091947393800,0.061393798828125,-0.99139404296875,-0.010772705078125,0.02825927734375
1760555091957398800,0.071398681640625,-0.9738006591796875,-0.0223236083984375,0.0351409912109375
1760555091967402800,0.08140283203125,-1.0006256103515625,-0.01837158203125,0.0080108642578125
1760555091977406700,0.09140673828125,-1.002716064453125,-0.013916015625,-0.00140380859375
1760555091987411700,0.10141162109375,-1.02398681640625,-0.0162506103515625,-0.0184326171875
1760555091997415700,0.111415771484375,-1.0094757080078125,-0.018524169921875,-0.0083770751953125
1760555092007420000,0.121419921875,-0.974700927734375,-0.0214996337890625,0.0272216796875
1760555092017425000,0.1314248046875,-0.99322509765625,-0.0234527587890625,0.0099639892578125
1760555092027428900,0.141428955078125,-1.026275634765625,-0.0167694091796875,-0.0107421875
1760555092037432800,0.151432861328125,-0.9853363037109375,-0.0182952880859375,0.021575927734375
1760555092047438000,0.16143798828125,-0.9824676513671875,-0.0236968994140625,0.0258636474609375
1760555092057442000,0.171442138671875,-1.012542724609375,-0.0217132568359375,-0.001434326171875
1760555092067447000,0.181447021484375,-0.9982452392578125,-0.023712158203125,0.0063018798828125
1760555092077451000,0.191450927734375,-0.9794464111328125,-0.02532958984375,0.025177001953125
1760555092087455000,0.201455078125,-1.0016632080078125,-0.024749755859375,-0.001800537109375
1760555092097460000,0.2114599609375,-1.0094146728515625,-0.02423095703125,-0.015045166015625
1760555092107464200,0.221464111328125,-0.9805755615234375,-0.0320892333984375,0.00518798828125
1760555092117468200,0.23146826171875,-1.0007476806640625,-0.0239410400390625,-0.0071258544921875
1760555092127473200,0.24147314453125,-1.0138092041015625,-0.011962890625,-0.010467529296875
1760555092137477000,0.25147705078125,-0.9906768798828125,-0.010894775390625,0.0113983154296875
1760555092147481000,0.261481201171875,-1.0028533935546875,-0.011993408203125,0.0010223388671875
1760555092157486000,0.271486083984375,-1.0042877197265625,-0.021728515625,-0.001861572265625
1760555092167490000,0.281489990234375,-0.9875640869140625,-0.0229339599609375,0.0105133056640625
1760555092177494000,0.291493896484375,-1.003662109375,-0.0225830078125,-0.005157470703125
1760555092187499000,0.3014990234375,-1.002471923828125,-0.022552490234375,-0.0060882568359375
1760555092197503000,0.3115029296875,-0.9881744384765625,-0.0225982666015625,0.01171875
1760555092207508000,0.321508056640625,-1.002532958984375,-0.018280029296875,0.00830078125
1760555092217512200,0.33151220703125,-1.00250244140625,-0.0140228271484375,0.007293701171875
1760555092227516200,0.34151611328125,-0.995269775390625,-0.0111846923828125,0.012451171875
1760555092237521200,0.351521240234375,-1.00634765625,-0.014862060546875,-0.001800537109375
