time,seconds_elapsed,z,y,x
1760555091959898600,0.073898681640625,0.28210195440053937,-0.1173771739476826,0.3550786355450749
1760555091969902800,0.08390283203125,0.11436638389229774,-0.1378139680404216,0.1877256163473241
1760555091979906800,0.09390673828125,-0.0797474904537201,-0.057572488091257396,0.011819192439666948
1760555091989911800,0.103911865234375,-0.06088672263920307,-0.09043297072229907,-0.06890201558414846
1760555091999915800,0.113915771484375,-0.2935813797920942,-0.08503730395752936,-0.21853538156021385
1760555092009920000,0.123919921875,0.22699089255332947,-0.1333901602488011,0.21803435496920717
1760555092019925000,0.133925048828125,0.18029168522059916,-0.1470824667837005,0.21670071347896008
1760555092029929000,0.143928955078125,-0.19754677140414714,-0.1182805799276568,-0.07322399326937738
1760555092039932700,0.1539326171875,-0.031013562422990797,-0.08292313394830561,0.08274293680950068
1760555092049938000,0.16393798828125,0.2065887405157089,-0.13521965896459295,0.3183826801041141
1760555092059942000,0.17394189453125,0.014900047490000724,-0.14086595775587482,0.10366334970071911
1760555092069947000,0.18394677734375,-0.12711363726258276,-0.13560870394795202,-0.017967007587366968
1760555092079951000,0.193951171875,0.20281448267400262,-0.16348854405563323,0.2640612525309436
1760555092089955000,0.203955078125,0.11662439195215701,-0.17139033015612512,0.1471127157914918
1760555092099960000,0.2139599609375,-0.13685001837909222,-0.13973618654096498,-0.14113002465269528
1760555092109964000,0.223964111328125,0.11603168675601482,-0.22289050802979618,0.03442700357869034
1760555092119968300,0.23396826171875,0.12263619958758354,-0.20642019728207958,0.03365587307572132
1760555092129973200,0.24397314453125,-0.157915602761507,-0.07641493936437181,-0.10766422850568778
1760555092139977000,0.25397705078125,0.02762450450658798,-0.015898789903498255,0.09342731196638196
1760555092149981000,0.26398095703125,0.060251347345113754,-0.035104453032393935,0.12086543618855065
1760555092159986000,0.27398583984375,-0.09790800104439258,-0.10816341933263465,-0.019540502840140833
1760555092169990100,0.283990234375,0.09766133280694485,-0.1546147163189016,0.12120853227148763
1760555092179994000,0.293994140625,0.03782324243783951,-0.15705416362658142,0.0628253534184303
1760555092189999000,0.3039990234375,-0.08231997129023075,-0.14048795475633813,-0.06983135515640024
1760555092200003000,0.314003173828125,0.08991407968103884,-0.1547485900979489,0.10427153559378348
1760555092210008000,0.324008056640625,0.04413900145590305,-0.12266704225041902,0.15544713028874246
1760555092220012000,0.334011962890625,-0.06419628557860851,-0.09519437643783167,0.08391658369875513
1760555092230016000,0.34401611328125,0.04682546406090259,-0.03889462996243965,0.16552012294847518
1760555092240021000,0.35402099609375,-0.024250644159317016,-0.05696514244840946,0.08147866162788123
1760555092250025000,0.36402490234375,-0.05642682062089443,-0.08944925691457464,-0.024496166185871696
1760555092260029200,0.374029296875,0.06507189936935902,-0.10733774563083424,0.06040395322409458
1760555092270034200,0.3840341796875,-0.007500000366568565,-0.11092899332214146,0.05466832761496771
1760555092280038100,0.3940380859375,-0.009151859226822852,-0.14434926982698962,0.04998113334653899
1760555092290043100,0.404043212890625,0.05473579879403114,-0.11506020224220119,0.11352861789390443
1760555092300047000,0.414047119140625,-0.025175357788801193,-0.09355797087503596,0.07695827986029907
1760555092310051000,0.424051025390625,-0.005582184046506881,-0.048152036489546295,0.03446013181344606
1760555092320056000,0.43405615234375,0.027779402807354924,-0.1189357741670683,0.041824755997047755
1760555092330060000,0.44406005859375,0.02747720499038696,-0.13430942138503305,0.023230324668250976
1760555092340064000,0.45406396484375,0.025835867524147033,-0.13813247767137363,-0.02250470924086403
1760555092350069000,0.464069091796875,0.01881459058523178,-0.1806606829297729,-0.022441818338795563
1760555092360073200,0.4740732421875,0.020468787533044815,-0.15981876950170845,-0.0014068688399507664
1760555092370077200,0.4840771484375,0.011348492488265038,-0.11725718256351537,0.05959344055880792
1760555092380082200,0.494082275390625,0.015242577317357063,-0.12682649088427422,0.11805069842822849
1760555092390086100,0.504086181640625,0.03394727778732776,-0.1059738003338687,0.14692277357680722
1760555092400091100,0.514091064453125,0.008359247544407844,-0.06122540740850381,0.12150745128598063
1760555092410095000,0.52409521484375,0.012248656198382377,-0.13855074874921702,0.07788327661757356
1760555092420099000,0.53409912109375,0.037837270963191984,-0.1373792664175853,0.08182082612905651
1760555092430104000,0.54410400390625,0.02990764700770378,-0.13221131659462115,0.0628705077344086
1760555092440108000,0.55410791015625,0.02706336349248886,-0.1206313077722676,0.07204800829256419
1760555092450112000,0.564112060546875,0.022276129215955735,-0.10143314296323805,0.08864807833321392
1760555092460117000,0.574116943359375,0.046371875074505804,-0.1282506054032594,0.04328211063193157
1760555092470121200,0.584121337890625,0.01255962184369564,-0.1355930405879393,0.020461700205132365
1760555092480126200,0.594126220703125,-0.00808452225625515,-0.1154024124091491,0.02265017299300525
1760555092490130000,0.6041298828125,-0.008978840747475623,-0.12271437939032911,0.05227653254102915
1760555092500134000,0.6141337890625,0.014364040917158125,-0.09721386303408071,0.07913482018178328
1760555092510139000,0.624138916015625,-0.009583236381411552,-0.07153960667927749,0.10182089103865437
1760555092520143000,0.63414306640625,0.009562778115272522,-0.10469753332035615,0.11141475841193459
1760555092530147000,0.64414697265625,0.018230068695545196,-0.10451689779013394,0.10856054715774953
1760555092540152000,0.654152099609375,0.002803366982936859,-0.0581956751906313,0.07776172346398234
1760555092550156000,0.664156005859375,-0.006484685844182968,-0.07110187284913845,-0.012683033594232984
1760555092560160300,0.67416015625,0.012658990564942359,-0.1285354502266273,-0.037670157068246043
1760555092570165200,0.684165283203125,0.02372106732726097,-0.1445574235517997,0.05190068039938341
1760555092580169000,0.6941689453125,0.028496611166000364,-0.10663503158842212,0.08665145202274434
1760555092590174000,0.704174072265625,0.03371931425035,-0.11234182839528657,0.12767242192281408
1760555092600178000,0.714177978515625,0.028616438153386114,-0.12056805154401808,0.1289932404641062
1760555092610182100,0.72418212890625,-0.004165887507796288,-0.12690008584344759,0.04491679459509905
1760555092620187100,0.734187255859375,-0.008517068454623222,-0.13470875030038879,-0.00024780759847490115
1760555092630191000,0.744191162109375,0.035168344014883036,-0.11923419085806235,0.01413689936408773
1760555092640195000,0.754195068359375,0.009869067585468292,-0.13030614056042394,0.007817683447035961
1760555092650200000,0.764199951171875,-0.00017477204501628875,-0.08901531334356404,0.04540338623537682
1760555092660204300,0.774204345703125,-0.017706921604275703,0.014560632068337872,0.08387092705927789
1760555092670209300,0.784209228515625,0.008309563183784485,-0.08046732002771459,0.14493185548791662
1760555092680213000,0.794212890625,0.0961380687624216,-0.21053218091186135,0.11095022790641523
1760555092690217000,0.804217041015625,0.05394435615539551,-0.250256069339253,0.07600651839368511
1760555092700222000,0.814221923828125,0.08478256201148032,-0.24443540036175398,0.10295711026065982
1760555092710226200,0.82422607421875,0.07702303392589092,-0.21964516943302004,0.04704395651663653
1760555092720230100,0.834230224609375,0.005071311914920807,-0.14584294245084747,0.03308506690084469
1760555092730235100,0.844235107421875,0.05342471619546413,-0.14552536440165711,0.12934817311530933
1760555092740239000,0.854239013671875,0.014382745617628097,-0.09778246583542786,0.11661798047767952
1760555092750243000,0.8642431640625,-0.05295417607426643,0.01021938799363561,0.06859203175294679
1760555092760248000,0.874248046875,-0.024078210201859473,-0.01203606376047246,0.09620274976277723
1760555092770252000,0.884251953125,-0.007622165441513061,-0.0989188494542148,0.005476113873126451
1760555092780257000,0.894257080078125,0.006291793620586395,-0.09183918425841256,-0.01914345264683943
1760555092790261000,0.904260986328125,0.04444762901365757,-0.1236119584177155,0.035882296403939834
1760555092800265000,0.914264892578125,-0.0037391865283250805,-0.11396314598680474,0.03824203410549089
1760555092810270000,0.92427001953125,0.008975333616137504,-0.06418004682986066,0.04918413774995133
1760555092820274200,0.934274169921875,0.017950082710385323,-0.11924422819488681,0.061884802898997435
1760555092830278100,0.944278076171875,0.014206220006942749,-0.13749274586257523,0.0991195139923133
1760555092840283100,0.954283203125,0.04038929353356361,-0.13600730221094562,0.14079563246602192
1760555092850286800,0.964286865234375,0.015699088913202285,-0.12768083355813287,0.07780828428575769
1760555092860291800,0.974291748046875,0.040838206344842906,-0.15758817917173729,0.06515467314883135
1760555092870296000,0.984296142578125,0.016444938844442366,-0.12231032863408327,0.05248427527388558
1760555092880300000,0.994300048828125,-0.012139935126900672,-0.06874845072394237,0.05336646493589505
1760555092890305000,1.004304931640625,0.04471884717047214,-0.10209529666639863,0.09064454938005656
1760555092900309000,1.01430908203125,0.02601414670050144,-0.109273262004368,0.05693477470960934
1760555092910313200,1.024313232421875,0.021380641680955884,-0.17188078055419026,0.03551245616126107
1760555092920318200,1.034318115234375,0.04398585672080516,-0.19233579529020933,0.01460145156084909
1760555092930322200,1.044322265625,-0.01750526155233383,-0.0932508502877783,-0.028502100191870702
1760555092940326000,1.054325927734375,0.003905775266885757,-0.1131604421686381,-0.018262102093402063
1760555092950331000,1.064330810546875,0.029807109242677685,-0.17365591873424127,0.010419414352561579
1760555092960335000,1.074335205078125,0.015004092386364937,-0.13352962351841852,0.09671216058963909
1760555092970340000,1.084340087890625,0.02339081245958805,-0.0656864693374373,0.188689054552
1760555092980344000,1.094343994140625,-0.004736380872130394,-0.08030538919796236,0.12146243396732025
1760555092990348000,1.10434814453125,0.007241641691327095,-0.12008048722278326,0.0692698442495428
1760555093000353000,1.11435302734375,0.04376256935894489,-0.16101566940238698,0.0662793845961336
1760555093010357200,1.124357177734375,0.0035211598634719847,-0.15865213687513022,-0.013589708101883298
1760555093020361000,1.13436083984375,0.01625438470840454,-0.14812950988491064,-0.024035859764320773
1760555093030366000,1.144365966796875,0.02479775664806366,-0.156497424792964,0.013122540397994452
1760555093040370000,1.154369873046875,0.014336568388342857,-0.16637852987609802,-0.014568603028950746
1760555093050376200,1.164376220703125,0.03215864080488682,-0.13757979395836592,0.03307461857206653
1760555093060380000,1.1743798828125,0.03621230010986328,-0.1611069278824143,0.08121973669705912
1760555093070384000,1.184384033203125,0.0202121824234724,-0.07849502444090321,0.1614852048765868
1760555093080389000,1.19438916015625,0.0063005614489316936,-0.03933527726887259,0.17777387544708326
1760555093090393000,1.20439306640625,-0.014199790266156196,-0.06974259002755862,0.15200248799389227
1760555093100397000,1.21439697265625,0.023508301359415052,-0.03102073651587125,0.18660539841204882
1760555093110402000,1.224402099609375,-0.007024199548363685,-0.02212386583026964,0.21690549706974996
1760555093120406300,1.23440625,-0.032170915764570235,-0.051272072772798126,0.10904738995977677
1760555093130411300,1.244411376953125,0.04967617731690407,-0.13262162356171756,0.10486671587480231
1760555093140415000,1.2544150390625,0.030665187376737593,-0.12559017228865996,0.04950367942736484
1760555093150419000,1.2644189453125,-0.015730068573355675,-0.1460648598395288,-0.01771684021009132
1760555093160424000,1.274423828125,0.012844868525862693,-0.13940760304057037,0.019975090298545547
1760555093170428200,1.28442822265625,0.00041793315112590785,-0.08172576825674623,-0.0006734462779102614
1760555093180432100,1.29443212890625,0.02735211730599403,-0.1230629553659819,0.0047833441235270585
1760555093190437000,1.30443701171875,0.06536182222664357,-0.18149817493353038,0.0453566975494381
