time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1760554736176502500,0.06750244140625,-0.22349642035249348,-0.013176998329858771,0.11145071326407596,0.008652884464641573,-0.9936784180605172,-0.002874562162562495,0.025549433278669435
1760554736186507500,0.077507568359375,-0.22348464579567395,-0.013179740453428693,0.11144500243095322,0.008628336970323664,-0.9936790471365308,-0.002861980281470241,0.025557739358364622
1760554736196511500,0.087511474609375,-0.2234612921040639,-0.01319073037980948,0.11143326137313052,0.008640021225220588,-0.9936802164992456,-0.002866775033487108,0.025578616566327247
1760554736206516500,0.0975166015625,-0.2234712048078991,-0.013208551659742817,0.11143788691932215,0.008672225860830593,-0.9936793704939538,-0.0028809127086821544,0.025610844613387477
1760554736216520400,0.1075205078125,-0.22347687066930147,-0.013227076349290847,0.11144049041505479,0.008688667637088275,-0.9936788250559951,-0.002887068340808479,0.025646270047256038
1760554736226524700,0.117524658203125,-0.22350342702407172,-0.013250854674259578,0.11145334228574975,0.00871906973476527,-0.9936771548594182,-0.0028995222500631324,0.02569064617038872
1760554736236529700,0.12752978515625,-0.22351716001985306,-0.013287833093499892,0.11145973738175775,0.008753471250913596,-0.9936758692845689,-0.0029125887520385957,0.025761174700431162
1760554736246533600,0.13753369140625,-0.2235335867020015,-0.013320583778399528,0.11146746562092547,0.008790697326320101,-0.9936745821267238,-0.0029275328541058746,0.025822871478984717
1760554736256537600,0.14753759765625,-0.2235441723612471,-0.013356174789357089,0.11147229507115348,0.008826752419410803,-0.9936734552330485,-0.0029416065768444045,0.025890429788154045
1760554736266542600,0.15754248046875,-0.2235381458045446,-0.013379748400416815,0.11146891683297092,0.008865592720318186,-0.9936734532371947,-0.002958539033596724,0.025933538138855624
1760554736276546600,0.167546630859375,-0.22352246683610794,-0.013397128644055747,0.11146086583559847,0.00889009177826957,-0.9936741146051705,-0.0029690150547377232,0.025965819607088325
1760554736286550500,0.177550537109375,-0.2235250088378192,-0.01341532167594728,0.11146180163209296,0.008924554387422757,-0.9936737182326374,-0.002984293539215983,0.0259985644222431
1760554736296555500,0.187555419921875,-0.2235488772340724,-0.01343746315405088,0.11147335841272576,0.008950938877671781,-0.9936721131929265,-0.0029949248039029324,0.026040098972230405
1760554736306559500,0.1975595703125,-0.22358756907202584,-0.013452998012661675,0.11149253845883274,0.008943672018789485,-0.9936697496577594,-0.0029892705612658966,0.026072065267324796
1760554736316563700,0.207563720703125,-0.22362354750846034,-0.013466318119582705,0.1115101713161699,0.008968406078551221,-0.993667608022662,-0.002999981781468304,0.026095993062797633
1760554736326568700,0.217568603515625,-0.22366041497817774,-0.01348281727179306,0.11152831728294427,0.008980885570337233,-0.9936652720221012,-0.0030041644575407008,0.026127688373261137
1760554736336572700,0.22757275390625,-0.2236863220052619,-0.01349663015570601,0.11154098286406507,0.009000061270739554,-0.9936636459453426,-0.003012089269368239,0.026153260001033345
1760554736346576600,0.23757666015625,-0.2236951767541528,-0.013498029181049939,0.1115452464762677,0.009019772484836364,-0.9936631278757122,-0.0030217904749098618,0.02615383660214443
1760554736356581600,0.24758154296875,-0.2236770201177118,-0.013500166309167267,0.11153618039367179,0.009024678477369548,-0.9936641174135651,-0.0030241379737590904,0.0261576429222297
